Références ;Nom de l'article ;Code-barres article;Brand;Type de l'article ;Taille;Couleur;Marché;Genre de l'article ;Groupe de l'article ;Prix;Prix remise
101390024;3W CLEMENTINE PU 3PR;8683906439116;U.S. POLO ASSN.;FOO;39;TURKEY;LEISUR;WOMEN;BOOTS;5050 da;
101390024;3W CLEMENTINE PU 3PR;8683906439123;U.S. POLO ASSN.;FOO;40;TURKEY;LEISUR;WOMEN;BOOTS;5050 da;
101390026;3W CLEMENTINE PU 3PR;8683906439185;U.S. POLO ASSN.;FOO;36;TURKEY;LEISUR;WOMEN;BOOTS;3250 da;
101390026;3W CLEMENTINE PU 3PR;8683906439192;U.S. POLO ASSN.;FOO;37;TURKEY;LEISUR;WOMEN;BOOTS;3250 da;
101390026;3W CLEMENTINE PU 3PR;8683906439208;U.S. POLO ASSN.;FOO;38;TURKEY;LEISUR;WOMEN;BOOTS;3250 da;
101390026;3W CLEMENTINE PU 3PR;8683906439215;U.S. POLO ASSN.;FOO;39;TURKEY;LEISUR;WOMEN;BOOTS;3250 da;
101390026;3W CLEMENTINE PU 3PR;8683906439222;U.S. POLO ASSN.;FOO;40;TURKEY;LEISUR;WOMEN;BOOTS;3250 da;
101394751;3W BANE AG 3PR;8683906378323;KINETIX;FOO;40;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394751;3W BANE AG 3PR;8683906378330;KINETIX;FOO;41;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394751;3W BANE AG 3PR;8683906378347;KINETIX;FOO;42;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394751;3W BANE AG 3PR;8683906378354;KINETIX;FOO;43;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394751;3W BANE AG 3PR;8683906378361;KINETIX;FOO;44;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394757;3W BANE TF 3PR;8683906378248;KINETIX;FOO;42;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394757;3W BANE TF 3PR;8683906378255;KINETIX;FOO;43;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394757;3W BANE TF 3PR;8683906378262;KINETIX;FOO;44;D NAVY;ATHLET;MEN;SHOES;2050 da;
101394780;3W CROSS AG 3PR;8683906375339;KINETIX;FOO;40;L RED;ATHLET;MEN;SHOES;1950 da;
101394780;3W CROSS AG 3PR;8683906375346;KINETIX;FOO;41;L RED;ATHLET;MEN;SHOES;1950 da;
101394780;3W CROSS AG 3PR;8683906375353;KINETIX;FOO;42;L RED;ATHLET;MEN;SHOES;1950 da;
101394780;3W CROSS AG 3PR;8683906375360;KINETIX;FOO;43;L RED;ATHLET;MEN;SHOES;1950 da;
101394780;3W CROSS AG 3PR;8683906375377;KINETIX;FOO;44;L RED;ATHLET;MEN;SHOES;1950 da;
101394787;3W CROSS TF 3PR;8683906375087;KINETIX;FOO;40;WHITE;ATHLET;MEN;SHOES;2750 da;
101394787;3W CROSS TF 3PR;8683906375094;KINETIX;FOO;41;WHITE;ATHLET;MEN;SHOES;2750 da;
101394787;3W CROSS TF 3PR;8683906375100;KINETIX;FOO;42;WHITE;ATHLET;MEN;SHOES;2750 da;
101394787;3W CROSS TF 3PR;8683906375117;KINETIX;FOO;43;WHITE;ATHLET;MEN;SHOES;2750 da;
101394793;3W CROSS TF 3PR;8683906378545;KINETIX;FOO;38;WHITE;ATHLET;UNISEX;SHOES;4550 da;
101394793;3W CROSS TF 3PR;8683906378552;KINETIX;FOO;39;WHITE;ATHLET;UNISEX;SHOES;4550 da;
101394793;3W CROSS TF 3PR;8683906378569;KINETIX;FOO;40;WHITE;ATHLET;UNISEX;SHOES;4550 da;
101394809;3W KAMIKAZE AG 3PR;8683906376039;KINETIX;FOO;40;BLACK;ATHLET;MEN;SHOES;4550 da;
101394809;3W KAMIKAZE AG 3PR;8683906376046;KINETIX;FOO;41;BLACK;ATHLET;MEN;SHOES;4550 da;
101394809;3W KAMIKAZE AG 3PR;8683906376053;KINETIX;FOO;42;BLACK;ATHLET;MEN;SHOES;4550 da;
101394809;3W KAMIKAZE AG 3PR;8683906376060;KINETIX;FOO;43;BLACK;ATHLET;MEN;SHOES;4550 da;
101394809;3W KAMIKAZE AG 3PR;8683906376077;KINETIX;FOO;44;BLACK;ATHLET;MEN;SHOES;4550 da;
101394810;3W KAMIKAZE AG 3PR;8683906376084;KINETIX;FOO;40;ORANGE;ATHLET;MEN;SHOES;4450 da;
101394810;3W KAMIKAZE AG 3PR;8683906376091;KINETIX;FOO;41;ORANGE;ATHLET;MEN;SHOES;4450 da;
101394810;3W KAMIKAZE AG 3PR;8683906376107;KINETIX;FOO;42;ORANGE;ATHLET;MEN;SHOES;4450 da;
101394810;3W KAMIKAZE AG 3PR;8683906376114;KINETIX;FOO;43;ORANGE;ATHLET;MEN;SHOES;4450 da;
101394810;3W KAMIKAZE AG 3PR;8683906376121;KINETIX;FOO;44;ORANGE;ATHLET;MEN;SHOES;4450 da;
101394848;3W SERGI AG 3PR;8683906376237;KINETIX;FOO;40;ORANGE;ATHLET;MEN;SHOES;4850 da;
101394848;3W SERGI AG 3PR;8683906376244;KINETIX;FOO;41;ORANGE;ATHLET;MEN;SHOES;4850 da;
101394848;3W SERGI AG 3PR;8683906376251;KINETIX;FOO;42;ORANGE;ATHLET;MEN;SHOES;4850 da;
101394848;3W SERGI AG 3PR;8683906376268;KINETIX;FOO;43;ORANGE;ATHLET;MEN;SHOES;4850 da;
101394848;3W SERGI AG 3PR;8683906376275;KINETIX;FOO;44;ORANGE;ATHLET;MEN;SHOES;4850 da;
101394851;3W SERGI AG 3PR;8683906378774;KINETIX;FOO;36;TURKEY;ATHLET;UNISEX;SHOES;1950 da;
101394851;3W SERGI AG 3PR;8683906378781;KINETIX;FOO;37;TURKEY;ATHLET;UNISEX;SHOES;1950 da;
101394851;3W SERGI AG 3PR;8683906378798;KINETIX;FOO;38;TURKEY;ATHLET;UNISEX;SHOES;1950 da;
101394851;3W SERGI AG 3PR;8683906378804;KINETIX;FOO;39;TURKEY;ATHLET;UNISEX;SHOES;1950 da;
101394853;3W SERGI AG 3PR;8683906378873;KINETIX;FOO;36;ORANGE;ATHLET;UNISEX;SHOES;2150 da;
101394853;3W SERGI AG 3PR;8683906378880;KINETIX;FOO;37;ORANGE;ATHLET;UNISEX;SHOES;2150 da;
101394853;3W SERGI AG 3PR;8683906378897;KINETIX;FOO;38;ORANGE;ATHLET;UNISEX;SHOES;2150 da;
101394853;3W SERGI AG 3PR;8683906378903;KINETIX;FOO;39;ORANGE;ATHLET;UNISEX;SHOES;2150 da;
101394853;3W SERGI AG 3PR;8683906378910;KINETIX;FOO;40;ORANGE;ATHLET;UNISEX;SHOES;2150 da;
101394894;3W VOLKY AG 3PR;8683906376848;KINETIX;FOO;41;TURKEY;ATHLET;MEN;SHOES;1950 da;
101394894;3W VOLKY AG 3PR;8683906376855;KINETIX;FOO;42;TURKEY;ATHLET;MEN;SHOES;1950 da;
101394894;3W VOLKY AG 3PR;8683906376862;KINETIX;FOO;43;TURKEY;ATHLET;MEN;SHOES;1950 da;
101395033;3W CLETE PU W 3PR;8683906381989;KINETIX;FOO;36;TURKEY;ATHLET;WOMEN;SHOES;1950 da;
101395033;3W CLETE PU W 3PR;8683906381996;KINETIX;FOO;37;TURKEY;ATHLET;WOMEN;SHOES;1950 da;
101395033;3W CLETE PU W 3PR;8683906382009;KINETIX;FOO;38;TURKEY;ATHLET;WOMEN;SHOES;1950 da;
101395033;3W CLETE PU W 3PR;8683906382016;KINETIX;FOO;39;TURKEY;ATHLET;WOMEN;SHOES;1950 da;
101395033;3W CLETE PU W 3PR;8683906382023;KINETIX;FOO;40;TURKEY;ATHLET;WOMEN;SHOES;1950 da;
101395043;3W FOWLER PU 3PR;8683906382498;KINETIX;FOO;41;TURKEY;LEISUR;MEN;SHOES;1950 da;
101395043;3W FOWLER PU 3PR;8683906382504;KINETIX;FOO;42;TURKEY;LEISUR;MEN;SHOES;1950 da;
101395043;3W FOWLER PU 3PR;8683906382511;KINETIX;FOO;43;TURKEY;LEISUR;MEN;SHOES;1950 da;
101395043;3W FOWLER PU 3PR;8683906382528;KINETIX;FOO;44;TURKEY;LEISUR;MEN;SHOES;1950 da;
101395043;3W FOWLER PU 3PR;8683906382535;KINETIX;FOO;45;TURKEY;LEISUR;MEN;SHOES;1950 da;
101395046;3W FOWLER PU 3PR;8683906382665;KINETIX;FOO;40;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382719;KINETIX;FOO;45;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382672;KINETIX;FOO;41;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382689;KINETIX;FOO;42;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382696;KINETIX;FOO;43;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382702;KINETIX;FOO;44;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382702;KINETIX;FOO;44;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382696;KINETIX;FOO;43;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382689;KINETIX;FOO;42;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382672;KINETIX;FOO;41;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382719;KINETIX;FOO;45;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395046;3W FOWLER PU 3PR;8683906382665;KINETIX;FOO;40;TURKEY;LEISUR;MEN;SHOES;2950 da;
101395051;3W FOWLER PU HI 3PR;8683906382924;KINETIX;FOO;40;TURKEY;LEISUR;MEN;BOOTS;3250 da;
101395051;3W FOWLER PU HI 3PR;8683906382931;KINETIX;FOO;41;TURKEY;LEISUR;MEN;BOOTS;3250 da;
101395051;3W FOWLER PU HI 3PR;8683906382948;KINETIX;FOO;42;TURKEY;LEISUR;MEN;BOOTS;3250 da;
101395051;3W FOWLER PU HI 3PR;8683906382962;KINETIX;FOO;44;TURKEY;LEISUR;MEN;BOOTS;3250 da;
101395051;3W FOWLER PU HI 3PR;8683906382979;KINETIX;FOO;45;TURKEY;LEISUR;MEN;BOOTS;3250 da;
101395054;3W FOWLER PU HI 3PR;8683906383105;KINETIX;FOO;40;TURKEY;LEISUR;MEN;BOOTS;5050 da;
101395054;3W FOWLER PU HI 3PR;8683906383112;KINETIX;FOO;41;TURKEY;LEISUR;MEN;BOOTS;5050 da;
101395054;3W FOWLER PU HI 3PR;8683906383129;KINETIX;FOO;42;TURKEY;LEISUR;MEN;BOOTS;5050 da;
101395054;3W FOWLER PU HI 3PR;8683906383136;KINETIX;FOO;43;TURKEY;LEISUR;MEN;BOOTS;5050 da;
101395054;3W FOWLER PU HI 3PR;8683906383143;KINETIX;FOO;44;TURKEY;LEISUR;MEN;BOOTS;5050 da;
101395054;3W FOWLER PU HI 3PR;8683906383150;KINETIX;FOO;45;TURKEY;LEISUR;MEN;BOOTS;5050 da;
101395124;3W WILMO PU HI W 3PR;8683906364555;KINETIX;FOO;36;WHITE;LEISUR;WOMEN;BOOTS;1950 da;
101395124;3W WILMO PU HI W 3PR;8683906364562;KINETIX;FOO;37;WHITE;LEISUR;WOMEN;BOOTS;1950 da;
101395124;3W WILMO PU HI W 3PR;8683906364586;KINETIX;FOO;39;WHITE;LEISUR;WOMEN;BOOTS;1950 da;
101395124;3W WILMO PU HI W 3PR;8683906364593;KINETIX;FOO;40;WHITE;LEISUR;WOMEN;BOOTS;1950 da;
101395125;3W WILMO PU HI W 3PR;8683906364609;KINETIX;FOO;36;BLACK;LEISUR;WOMEN;BOOTS;1950 da;
101395125;3W WILMO PU HI W 3PR;8683906364616;KINETIX;FOO;37;BLACK;LEISUR;WOMEN;BOOTS;1950 da;
101395125;3W WILMO PU HI W 3PR;8683906364623;KINETIX;FOO;38;BLACK;LEISUR;WOMEN;BOOTS;1950 da;
101395125;3W WILMO PU HI W 3PR;8683906364630;KINETIX;FOO;39;BLACK;LEISUR;WOMEN;BOOTS;1950 da;
101395125;3W WILMO PU HI W 3PR;8683906364647;KINETIX;FOO;40;BLACK;LEISUR;WOMEN;BOOTS;1950 da;
101395127;3W WILMO PU W 3PR;8683906365026;KINETIX;FOO;38;BLACK;LEISUR;WOMEN;SHOES;1950 da;
101398191;3I G-215 NU 3FX;8683906414663;OXIDE;FOO;44;I;CASUAL;MEN;SHOES;5250 da;
101399921;3F DILHAN-BTS-INT 3PR;8683906767844;POLARIS;FOO;31;BLACK;GENERA;GIRL;SHOES;5250 da;
101399930;3F JEAN-BTS-INT 3PR;8683906767592;POLARIS;FOO;31;BLACK;GENERA;BOY;SHOES;5250 da;
101399930;3F JEAN-BTS-INT 3PR;8683906767615;POLARIS;FOO;33;BLACK;GENERA;BOY;SHOES;5250 da;
101399944;3F UNIQE-INT 3PR;8683906768247;POLARIS;FOO;30;PINK;GENERA;GIRL;BOOTS;5250 da;
101399951;3F 21K-023 3PR;8684010001800;BUTIGO;FOO;36;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101399951;3F 21K-023 3PR;8684010001817;BUTIGO;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101399951;3F 21K-023 3PR;8684010001824;BUTIGO;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101399951;3F 21K-023 3PR;8684010001831;BUTIGO;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101399951;3F 21K-023 3PR;8684010001848;BUTIGO;FOO;40;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101399955;3F 22K-426 3PR;8684010001909;BUTIGO;FOO;36;TURKEY;DRESS;WOMEN;SHOES;4750 da;
101399955;3F 22K-426 3PR;8684010001916;BUTIGO;FOO;37;TURKEY;DRESS;WOMEN;SHOES;4750 da;
101399955;3F 22K-426 3PR;8684010001923;BUTIGO;FOO;38;TURKEY;DRESS;WOMEN;SHOES;4750 da;
101399955;3F 22K-426 3PR;8684010001930;BUTIGO;FOO;39;TURKEY;DRESS;WOMEN;SHOES;4750 da;
101399955;3F 22K-426 3PR;8684010001947;BUTIGO;FOO;40;TURKEY;DRESS;WOMEN;SHOES;4750 da;
101399956;3F 22K-804 3PR;8684010001855;BUTIGO;FOO;36;BLACK;CASUAL;WOMEN;BOOTS;3950 da;
101399956;3F 22K-804 3PR;8684010001862;BUTIGO;FOO;37;BLACK;CASUAL;WOMEN;BOOTS;3950 da;
101399956;3F 22K-804 3PR;8684010001879;BUTIGO;FOO;38;BLACK;CASUAL;WOMEN;BOOTS;3950 da;
101399956;3F 22K-804 3PR;8684010001886;BUTIGO;FOO;39;BLACK;CASUAL;WOMEN;BOOTS;3950 da;
101399956;3F 22K-804 3PR;8684010001893;BUTIGO;FOO;40;BLACK;CASUAL;WOMEN;BOOTS;3950 da;
101399957;3F GOZI W 3PR;8684010001954;TOREX;FOO;36;TURKEY;CASUAL;WOMEN;SHOES;3950 da;
101399957;3F GOZI W 3PR;8684010001961;TOREX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;3950 da;
101399957;3F GOZI W 3PR;8684010001978;TOREX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;3950 da;
101399957;3F GOZI W 3PR;8684010001985;TOREX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;3950 da;
101399957;3F GOZI W 3PR;8684010001992;TOREX;FOO;40;TURKEY;CASUAL;WOMEN;SHOES;3950 da;
101399958;3F GOZI W 3PR;8684010002012;TOREX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;5250 da;
101399958;3F GOZI W 3PR;8684010002029;TOREX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;5250 da;
101399958;3F GOZI W 3PR;8684010002036;TOREX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;5250 da;
101399961;3F TRX22K-060 3PR;8684010002128;TOREX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;4050 da;
101399962;3F TRX22S-120 3PR;8684010002159;TOREX;FOO;36;TURKEY;CASUAL;WOMEN;SHOES;1450 da;
101399962;3F TRX22S-120 3PR;8684010002166;TOREX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;1450 da;
101399962;3F TRX22S-120 3PR;8684010002173;TOREX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;1450 da;
101399962;3F TRX22S-120 3PR;8684010002180;TOREX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;1450 da;
101399962;3F TRX22S-120 3PR;8684010002197;TOREX;FOO;40;TURKEY;CASUAL;WOMEN;SHOES;1450 da;
101401935;3F LUIS PU 3PR;8683906783592;TOREX;FOO;40;BLACK;CASUAL;MEN;SHOES;5500 da;
101401935;3F LUIS PU 3PR;8683906783608;TOREX;FOO;41;BLACK;CASUAL;MEN;SHOES;5500 da;
101401935;3F LUIS PU 3PR;8683906783615;TOREX;FOO;42;BLACK;CASUAL;MEN;SHOES;5500 da;
101401935;3F LUIS PU 3PR;8683906783622;TOREX;FOO;43;BLACK;CASUAL;MEN;SHOES;5500 da;
101401935;3F LUIS PU 3PR;8683906783639;TOREX;FOO;44;BLACK;CASUAL;MEN;SHOES;5500 da;
101401935;3F LUIS PU 3PR;8683906783646;TOREX;FOO;45;BLACK;CASUAL;MEN;SHOES;5500 da;
101401936;3S TOMPKINS PU 3PR;8683906783660;TOREX;FOO;40;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783677;TOREX;FOO;41;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783714;TOREX;FOO;45;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783684;TOREX;FOO;42;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783691;TOREX;FOO;43;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783707;TOREX;FOO;44;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783707;TOREX;FOO;44;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783691;TOREX;FOO;43;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783684;TOREX;FOO;42;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783714;TOREX;FOO;45;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783677;TOREX;FOO;41;NAVY;CASUAL;MEN;SHOES;2950 da;
101401936;3S TOMPKINS PU 3PR;8683906783660;TOREX;FOO;40;NAVY;CASUAL;MEN;SHOES;2950 da;
101401937;3S TOMPKINS PU 3PR;8683906783738;TOREX;FOO;41;TURKEY;CASUAL;MEN;SHOES;4550 da;
101401937;3S TOMPKINS PU 3PR;8683906783745;TOREX;FOO;42;TURKEY;CASUAL;MEN;SHOES;4550 da;
101401937;3S TOMPKINS PU 3PR;8683906783769;TOREX;FOO;44;TURKEY;CASUAL;MEN;SHOES;4550 da;
101401937;3S TOMPKINS PU 3PR;8683906783776;TOREX;FOO;45;TURKEY;CASUAL;MEN;SHOES;4550 da;
101401938;3S TOMPKINS PU 3PR;8683906783783;TOREX;FOO;40;BLACK;CASUAL;MEN;SHOES;3950 da;
101401938;3S TOMPKINS PU 3PR;8683906783806;TOREX;FOO;42;BLACK;CASUAL;MEN;SHOES;3950 da;
101401938;3S TOMPKINS PU 3PR;8683906783820;TOREX;FOO;44;BLACK;CASUAL;MEN;SHOES;3950 da;
101401938;3S TOMPKINS PU 3PR;8683906783837;TOREX;FOO;45;BLACK;CASUAL;MEN;SHOES;3950 da;
101413338;3S 9104 3PR;8683906781239;TOREX;FOO;42;TURKEY;CASUAL;MEN;SHOES;4250 da;
101413338;3S 9104 3PR;8683906781239;TOREX;FOO;42;TURKEY;CASUAL;MEN;SHOES;4250 da;
101413338;3S 9104 3PR;8683906781246;TOREX;FOO;43;TURKEY;CASUAL;MEN;SHOES;4250 da;
101413338;3S 9104 3PR;8683906781260;TOREX;FOO;45;TURKEY;CASUAL;MEN;SHOES;4250 da;
101413452;3F G-218-3 3PR;8683906788993;DOWN TOWN;FOO;40;BLACK;DRESS;MEN;SHOES;4250 da;
101413452;3F G-218-3 3PR;8683906789006;DOWN TOWN;FOO;41;BLACK;DRESS;MEN;SHOES;4250 da;
101413452;3F G-218-3 3PR;8683906789013;DOWN TOWN;FOO;42;BLACK;DRESS;MEN;SHOES;4250 da;
101413452;3F G-218-3 3PR;8683906789020;DOWN TOWN;FOO;43;BLACK;DRESS;MEN;SHOES;4250 da;
101413452;3F G-218-3 3PR;8683906789037;DOWN TOWN;FOO;44;BLACK;DRESS;MEN;SHOES;4250 da;
101413452;3F G-218-3 3PR;8683906789044;DOWN TOWN;FOO;45;BLACK;DRESS;MEN;SHOES;4250 da;
101413453;3F LOIS 3PR;8683906789051;DOWN TOWN;FOO;40;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789105;DOWN TOWN;FOO;45;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789068;DOWN TOWN;FOO;41;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789075;DOWN TOWN;FOO;42;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789082;DOWN TOWN;FOO;43;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789099;DOWN TOWN;FOO;44;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789099;DOWN TOWN;FOO;44;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789082;DOWN TOWN;FOO;43;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789075;DOWN TOWN;FOO;42;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789068;DOWN TOWN;FOO;41;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789105;DOWN TOWN;FOO;45;TURKEY;DRESS;MEN;SHOES;3950 da;
101413453;3F LOIS 3PR;8683906789051;DOWN TOWN;FOO;40;TURKEY;DRESS;MEN;SHOES;3950 da;
101413459;3W SAGA 3PR;8683906788887;GARAMOND;FOO;41;TURKEY;DRESS;MEN;SHOES;1400 da;
101413459;3W SAGA 3PR;8683906788900;GARAMOND;FOO;43;TURKEY;DRESS;MEN;SHOES;1400 da;
101413459;3W SAGA 3PR;8683906788917;GARAMOND;FOO;44;TURKEY;DRESS;MEN;SHOES;1400 da;
101413459;3W SAGA 3PR;8683906788924;GARAMOND;FOO;45;TURKEY;DRESS;MEN;SHOES;1400 da;
101413460;3W SAGA 3PR;8683906788955;GARAMOND;FOO;42;TURKEY;DRESS;MEN;SHOES;1400 da;
101414086;3W JANDI 3PR;8683906870018;KINETIX;FOO;36;WHITE;CASUAL;WOMEN;SHOES;1400 da;
101414086;3W JANDI 3PR;8683906870025;KINETIX;FOO;37;WHITE;CASUAL;WOMEN;SHOES;1400 da;
101414086;3W JANDI 3PR;8683906870032;KINETIX;FOO;38;WHITE;CASUAL;WOMEN;SHOES;1400 da;
101414086;3W JANDI 3PR;8683906870049;KINETIX;FOO;39;WHITE;CASUAL;WOMEN;SHOES;1400 da;
101414086;3W JANDI 3PR;8683906870056;KINETIX;FOO;40;WHITE;CASUAL;WOMEN;SHOES;1400 da;
101414100;3W CAYDE 3PR;8683906770233;KINETIX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;6450 da;
101414100;3W CAYDE 3PR;8683906770240;KINETIX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;6450 da;
101414100;3W CAYDE 3PR;8683906770257;KINETIX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;6450 da;
101414100;3W CAYDE 3PR;8683906770264;KINETIX;FOO;40;TURKEY;CASUAL;WOMEN;SHOES;6450 da;
101414101;3W CAYDE 3PR;8683906770271;KINETIX;FOO;36;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770288;KINETIX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770318;KINETIX;FOO;40;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770295;KINETIX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770301;KINETIX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770301;KINETIX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770295;KINETIX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770318;KINETIX;FOO;40;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770288;KINETIX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414101;3W CAYDE 3PR;8683906770271;KINETIX;FOO;36;TURKEY;CASUAL;WOMEN;SHOES;6750 da;
101414221;3W PORO 3PR;8683906770134;KINETIX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;6950 da;
101414221;3W PORO 3PR;8683906770158;KINETIX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;6950 da;
101414222;3W PORO 3PR;8683906770172;KINETIX;FOO;36;TURKEY;CASUAL;WOMEN;SHOES;4050 da;
101414222;3W PORO 3PR;8683906770189;KINETIX;FOO;37;TURKEY;CASUAL;WOMEN;SHOES;4050 da;
101414222;3W PORO 3PR;8683906770196;KINETIX;FOO;38;TURKEY;CASUAL;WOMEN;SHOES;4050 da;
101414222;3W PORO 3PR;8683906770202;KINETIX;FOO;39;TURKEY;CASUAL;WOMEN;SHOES;4050 da;
101414222;3W PORO 3PR;8683906770219;KINETIX;FOO;40;TURKEY;CASUAL;WOMEN;SHOES;4050 da;
101414433;3W BARON 3PR;8683906770479;KINETIX;FOO;40;TURKEY;CASUAL;MEN;SHOES;6250 da;
101414433;3W BARON 3PR;8683906770516;KINETIX;FOO;44;TURKEY;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770714;KINETIX;FOO;40;WHITE;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770721;KINETIX;FOO;41;WHITE;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770738;KINETIX;FOO;42;WHITE;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770745;KINETIX;FOO;43;WHITE;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770752;KINETIX;FOO;44;WHITE;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770752;KINETIX;FOO;44;WHITE;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770745;KINETIX;FOO;43;WHITE;CASUAL;MEN;SHOES;6250 da;
101414444;3W COOPER 3PR;8683906770738;KINETIX;FOO;42;WHITE;CASUAL;MEN;SHOES;6250 da;
